response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment,performance_incident_response_speed_z,performance_sla_achievement_z,performance_problem_resolution_z,performance_communication_speed_z,performance_availability_maintenance_z,technical_expertise_z,technical_troubleshooting_z,technical_new_tech_adaptation_z,technical_documentation_quality_z,technical_proposal_z,business_process_understanding_z,business_impact_consideration_z,business_prioritization_z,business_stakeholder_management_z,business_cost_awareness_z,improvement_proposal_quality_z,improvement_proposal_frequency_z,improvement_proactive_attitude_z,improvement_innovation_z,improvement_long_term_perspective_z,performance_incident_response_speed_z5,performance_sla_achievement_z5,performance_problem_resolution_z5,performance_communication_speed_z5,performance_availability_maintenance_z5,technical_expertise_z5,technical_troubleshooting_z5,technical_new_tech_adaptation_z5,technical_documentation_quality_z5,technical_proposal_z5,business_process_understanding_z5,business_impact_consideration_z5,business_prioritization_z5,business_stakeholder_management_z5,business_cost_awareness_z5,improvement_proposal_quality_z5,improvement_proposal_frequency_z5,improvement_proactive_attitude_z5,improvement_innovation_z5,improvement_long_term_perspective_z5
3274,819,2025-10-28 01:31:39,it,IT部門,manager,マネージャー,medium,中頻度,False,B,B社,4,4,4,1,2,2,3,4,2,5,5,5,2,4,2,2,5,5,4,4,,-0.26111648393354675,-0.5,0.6063390625908325,-1.161895003862225,-0.5,-0.8660254037844387,-0.8660254037844387,0.7833494518006403,-0.5,0.6603381797442178,1.224744871391589,1.3055824196677337,-1.161895003862225,0.0,0.5,-1.5,0.7833494518006404,0.8660254037844387,0.8660254037844387,1.161895003862225,2.6518446880886044,2.3333333333333335,3.8084520834544433,1.4508066615170336,2.3333333333333335,1.8452994616207488,1.8452994616207488,4.044465935734187,2.3333333333333335,3.880450906325623,4.632993161855452,4.740776559556978,1.4508066615170336,3.0,3.6666666666666665,1.0000000000000007,4.044465935734187,4.1547005383792515,4.1547005383792515,4.549193338482967
3275,819,2025-10-28 01:45:39,it,IT部門,manager,マネージャー,medium,中頻度,False,C,C社,5,5,5,2,4,4,3,2,2,5,1,3,3,4,2,5,3,4,2,2,,0.7833494518006403,1.5,1.0914103126634984,-0.3872983346207417,1.5,0.8660254037844387,-0.8660254037844387,-1.3055824196677337,-0.5,0.6603381797442178,-1.224744871391589,-0.7833494518006403,-0.3872983346207417,0.0,0.5,0.5,-0.2611164839335468,0.2886751345948129,-0.8660254037844387,-0.3872983346207417,4.044465935734187,5.0,4.455213750217998,2.483602220505678,5.0,4.1547005383792515,1.8452994616207488,1.2592234404430223,2.3333333333333335,3.880450906325623,1.3670068381445486,1.9555340642658132,2.483602220505678,3.0,3.6666666666666665,3.6666666666666665,2.6518446880886044,3.38490017945975,1.8452994616207488,2.483602220505678
3276,819,2025-10-29 02:47:39,it,IT部門,manager,マネージャー,medium,中頻度,False,D,D社,3,4,1,3,2,4,4,4,2,1,3,3,5,3,2,5,1,1,4,3,コミュニケーションが取りやすく、信頼できるパートナーです。,-1.3055824196677337,-0.5,-0.8488746876271654,0.3872983346207417,-0.5,0.8660254037844387,0.8660254037844387,0.7833494518006403,-0.5,-1.4527439954372794,0.0,-0.7833494518006403,1.161895003862225,-1.2247448713915892,0.5,0.5,-1.305582419667734,-1.4433756729740645,0.8660254037844387,0.3872983346207417,1.2592234404430223,2.3333333333333335,1.8681670831637798,3.516397779494322,2.3333333333333335,4.1547005383792515,4.1547005383792515,4.044465935734187,2.3333333333333335,1.063008006083628,3.0,1.9555340642658132,4.549193338482967,1.3670068381445484,3.6666666666666665,3.6666666666666665,1.259223440443022,1.075499102701248,4.1547005383792515,3.516397779494322
3277,820,2025-11-24 09:15:39,business,業務部門,specialist,スペシャリスト,low,低頻度,True,A,A社,2,2,5,3,1,4,2,3,1,2,2,5,2,5,1,5,2,3,3,4,,-0.5,-1.414213562373095,1.0914103126634986,0.7833494518006402,-1.161895003862225,0.3872983346207417,-1.1666666666666667,-0.1986798535597566,-1.390758974918296,-0.5,-0.5,0.7071067811865475,-0.13206763594884358,1.390758974918296,-1.02469507659596,1.1618950038622253,0.0,-0.5,0.0,0.0,2.3333333333333335,1.114381916835874,4.4552137502179985,4.044465935734187,1.4508066615170336,3.516397779494322,1.4444444444444449,2.7350935285869915,1.1456547001089392,2.3333333333333335,2.3333333333333335,3.942809041582063,2.8239098187348755,4.85434529989106,1.6337398978720539,4.549193338482967,3.0,2.3333333333333335,3.0,3.0
3278,820,2025-11-03 05:57:39,business,業務部門,specialist,スペシャリスト,low,低頻度,True,B,B社,4,4,4,3,2,2,5,3,3,4,4,5,5,3,2,4,1,5,4,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。,1.5,0.0,0.6063390625908326,0.7833494518006402,-0.3872983346207417,-1.161895003862225,0.8333333333333334,-0.1986798535597566,0.1986798535597566,1.5,0.8333333333333334,0.7071067811865475,1.4527439954372794,-0.1986798535597566,-0.43915503282683993,0.38729833462074176,-1.224744871391589,0.8333333333333334,1.224744871391589,1.2247448713915892,5.0,3.0,3.8084520834544433,4.044465935734187,2.483602220505678,1.4508066615170336,4.111111111111111,2.7350935285869915,3.2649064714130085,5.0,4.111111111111111,3.942809041582063,4.936991993916372,2.7350935285869915,2.41445995623088,3.516397779494322,1.3670068381445486,4.111111111111111,4.632993161855452,4.632993161855452
3279,820,2025-11-11 01:44:39,business,業務部門,specialist,スペシャリスト,low,低頻度,True,C,C社,2,5,1,1,3,5,5,5,3,2,1,2,1,3,5,2,2,2,3,4,,-0.5,0.7071067811865475,-0.8488746876271656,-1.3055824196677337,0.3872983346207417,1.161895003862225,0.8333333333333334,1.390758974918296,0.1986798535597566,-0.5,-1.1666666666666667,-1.414213562373095,-0.6603381797442178,-0.1986798535597566,1.3174650984805198,-1.1618950038622253,0.0,-1.1666666666666667,0.0,0.0,2.3333333333333335,3.942809041582063,1.8681670831637796,1.2592234404430223,3.516397779494322,4.549193338482967,4.111111111111111,4.85434529989106,3.2649064714130085,2.3333333333333335,1.4444444444444449,1.114381916835874,2.119549093674377,2.7350935285869915,4.7566201313073595,1.4508066615170334,3.0,1.4444444444444449,3.0,3.0
3280,820,2025-11-05 05:42:39,business,業務部門,specialist,スペシャリスト,low,低頻度,True,D,D社,2,5,1,2,4,3,3,2,4,2,4,4,1,2,3,3,3,5,2,3,,-0.5,0.7071067811865475,-0.8488746876271656,-0.26111648393354675,1.161895003862225,-0.3872983346207417,-0.5,-0.9933992677987828,0.9933992677987828,-0.5,0.8333333333333334,0.0,-0.6603381797442178,-0.9933992677987828,0.14638501094227999,-0.38729833462074176,1.224744871391589,0.8333333333333334,-1.224744871391589,-1.2247448713915892,2.3333333333333335,3.942809041582063,1.8681670831637796,2.6518446880886044,4.549193338482967,2.483602220505678,2.3333333333333335,1.6754676429349566,4.324532357065044,2.3333333333333335,4.111111111111111,3.0,2.119549093674377,1.6754676429349566,3.1951800145897065,2.483602220505678,4.632993161855452,4.111111111111111,1.3670068381445486,1.3670068381445484
3281,821,2025-11-17 09:15:39,sales,営業部門,staff,一般社員,low,低頻度,True,A,A社,2,5,4,5,4,2,4,5,3,4,5,4,4,1,2,1,4,3,2,1,もう少しコストを抑えられると助かります。,-0.3872983346207417,1.4527439954372794,-0.5,1.5,0.0,-0.6063390625908326,0.5477225575051661,0.6603381797442178,0.38729833462074176,1.5,0.7833494518006403,1.161895003862225,0.0,-0.7833494518006403,0.8660254037844387,-1.0954451150103321,-0.26111648393354675,1.224744871391589,0.0,-0.5,2.483602220505678,4.936991993916372,2.3333333333333335,5.0,3.0,2.1915479165455567,3.7302967433402214,3.880450906325623,3.516397779494322,5.0,4.044465935734187,4.549193338482967,3.0,1.9555340642658132,4.1547005383792515,1.5394065133195576,2.6518446880886044,4.632993161855452,3.0,2.3333333333333335
3282,821,2025-11-03 02:18:39,sales,営業部門,staff,一般社員,low,低頻度,True,B,B社,3,1,4,2,4,1,2,1,4,1,3,2,4,5,1,4,5,1,2,2,,0.3872983346207417,-0.6603381797442178,-0.5,-0.5,0.0,-1.0914103126634986,-0.5477225575051661,-1.4527439954372794,1.1618950038622253,-0.5,-1.3055824196677337,-0.3872983346207417,0.0,1.3055824196677337,-0.8660254037844387,0.5477225575051661,0.7833494518006403,-1.224744871391589,0.0,1.5,3.516397779494322,2.119549093674377,2.3333333333333335,2.3333333333333335,3.0,1.5447862497820024,2.2697032566597786,1.063008006083628,4.549193338482967,2.3333333333333335,1.2592234404430223,2.483602220505678,3.0,4.740776559556978,1.8452994616207488,3.7302967433402214,4.044465935734187,1.3670068381445486,3.0,5.0
3283,821,2025-10-25 03:07:39,sales,営業部門,staff,一般社員,low,低頻度,True,C,C社,1,2,4,2,3,5,1,4,1,1,5,1,3,3,2,2,3,2,3,1,,-1.161895003862225,-0.13206763594884358,-0.5,-0.5,-1.224744871391589,0.8488746876271656,-1.0954451150103321,0.13206763594884358,-1.1618950038622253,-0.5,0.7833494518006403,-1.161895003862225,-1.224744871391589,0.26111648393354675,0.8660254037844387,-0.5477225575051661,-1.3055824196677337,0.0,1.224744871391589,-0.5,1.4508066615170336,2.8239098187348755,2.3333333333333335,2.3333333333333335,1.3670068381445486,4.1318329168362204,1.5394065133195576,3.1760901812651245,1.4508066615170334,2.3333333333333335,4.044465935734187,1.4508066615170336,1.3670068381445486,3.3481553119113956,4.1547005383792515,2.2697032566597786,1.2592234404430223,3.0,4.632993161855452,2.3333333333333335
3284,821,2025-11-24 07:55:39,sales,営業部門,staff,一般社員,low,低頻度,True,D,D社,4,1,5,2,5,5,5,5,2,1,4,3,5,1,1,5,5,2,1,1,,1.161895003862225,-0.6603381797442178,1.5,-0.5,1.224744871391589,0.8488746876271656,1.0954451150103321,0.6603381797442178,-0.38729833462074176,-0.5,-0.26111648393354675,0.3872983346207417,1.224744871391589,-0.7833494518006403,-0.8660254037844387,1.0954451150103321,0.7833494518006403,0.0,-1.224744871391589,-0.5,4.549193338482967,2.119549093674377,5.0,2.3333333333333335,4.632993161855452,4.1318329168362204,4.460593486680443,3.880450906325623,2.483602220505678,2.3333333333333335,2.6518446880886044,3.516397779494322,4.632993161855452,1.9555340642658132,1.8452994616207488,4.460593486680443,4.044465935734187,3.0,1.3670068381445486,2.3333333333333335
3285,822,2025-11-04 05:51:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,A,A社,1,3,4,1,1,3,2,2,2,3,1,5,1,1,3,4,2,1,1,2,,-0.5,-0.3872983346207417,0.43915503282683993,-0.5,-0.7071067811865475,-0.8660254037844387,-1.414213562373095,-1.5,-1.390758974918296,0.7833494518006403,-0.8660254037844387,1.3055824196677337,-0.8660254037844387,-0.5,0.7833494518006403,0.7071067811865475,-0.7833494518006404,-1.0914103126634984,-0.7071067811865475,-0.43915503282683993,2.3333333333333335,2.483602220505678,3.58554004376912,2.3333333333333335,2.0571909584179373,1.8452994616207488,1.114381916835874,1.0000000000000007,1.1456547001089392,4.044465935734187,1.8452994616207488,4.740776559556978,1.8452994616207488,2.3333333333333335,4.044465935734187,3.942809041582063,1.9555340642658132,1.5447862497820024,2.0571909584179373,2.41445995623088
3286,822,2025-11-04 09:55:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,B,B社,1,2,5,1,4,5,5,4,4,2,4,3,1,1,1,4,2,5,4,1,もう少しコストを抑えられると助かります。,-0.5,-1.161895003862225,1.02469507659596,-0.5,1.414213562373095,0.8660254037844387,0.7071067811865475,0.5,0.1986798535597566,-0.26111648393354675,0.8660254037844387,-0.7833494518006403,-0.8660254037844387,-0.5,-1.3055824196677337,0.7071067811865475,-0.7833494518006404,0.8488746876271654,1.414213562373095,-1.02469507659596,2.3333333333333335,1.4508066615170336,4.366260102127946,2.3333333333333335,4.885618083164125,4.1547005383792515,3.942809041582063,3.6666666666666665,3.2649064714130085,2.6518446880886044,4.1547005383792515,1.9555340642658132,1.8452994616207488,2.3333333333333335,1.2592234404430223,3.942809041582063,1.9555340642658132,4.1318329168362204,4.885618083164125,1.6337398978720539
3287,822,2025-11-19 04:45:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,C,C社,1,4,3,1,2,3,4,4,5,3,1,3,4,1,3,1,3,2,2,3,,-0.5,0.3872983346207417,-0.14638501094227999,-0.5,0.0,-0.8660254037844387,0.0,0.5,0.9933992677987828,0.7833494518006403,-0.8660254037844387,-0.7833494518006403,0.8660254037844387,-0.5,0.7833494518006403,-1.414213562373095,0.2611164839335468,-0.6063390625908325,0.0,0.14638501094227999,2.3333333333333335,3.516397779494322,2.8048199854102935,2.3333333333333335,3.0,1.8452994616207488,3.0,3.6666666666666665,4.324532357065044,4.044465935734187,1.8452994616207488,1.9555340642658132,4.1547005383792515,2.3333333333333335,4.044465935734187,1.114381916835874,3.3481553119113956,2.1915479165455567,3.0,3.1951800145897065
3288,822,2025-11-12 09:58:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,D,D社,2,5,1,2,1,5,5,4,4,1,4,4,4,2,2,3,4,5,1,5,,1.5,1.161895003862225,-1.3174650984805198,1.5,-0.7071067811865475,0.8660254037844387,0.7071067811865475,0.5,0.1986798535597566,-1.3055824196677337,0.8660254037844387,0.26111648393354675,0.8660254037844387,1.5,-0.26111648393354675,0.0,1.305582419667734,0.8488746876271654,-0.7071067811865475,1.3174650984805198,5.0,4.549193338482967,1.2433798686926407,5.0,2.0571909584179373,4.1547005383792515,3.942809041582063,3.6666666666666665,3.2649064714130085,1.2592234404430223,4.1547005383792515,3.3481553119113956,4.1547005383792515,5.0,2.6518446880886044,3.0,4.740776559556979,4.1318329168362204,2.0571909584179373,4.7566201313073595
3289,823,2025-11-10 07:42:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,A,A社,5,3,1,1,2,3,1,4,1,4,5,2,3,2,5,2,4,5,5,2,,1.4433756729740645,0.14638501094227999,-1.161895003862225,-0.8333333333333334,0.8660254037844387,-1.224744871391589,-1.161895003862225,0.8333333333333333,-0.8333333333333334,0.1986798535597566,0.7071067811865475,0.8660254037844387,-0.8660254037844387,-0.26111648393354675,1.161895003862225,-0.5,0.5000000000000001,1.224744871391589,0.8488746876271654,0.8660254037844387,4.924500897298753,3.1951800145897065,1.4508066615170336,1.8888888888888893,4.1547005383792515,1.3670068381445486,1.4508066615170336,4.111111111111111,1.8888888888888893,3.2649064714130085,3.942809041582063,4.1547005383792515,1.8452994616207488,2.6518446880886044,4.549193338482967,2.3333333333333335,3.6666666666666665,4.632993161855452,4.1318329168362204,4.1547005383792515
3290,823,2025-11-08 03:50:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,B,B社,2,2,2,3,1,4,4,4,3,2,4,1,4,3,2,2,5,1,2,1,技術的な知識が豊富で、安心して任せられます。,-0.2886751345948129,-0.43915503282683993,-0.3872983346207417,0.5,-0.8660254037844387,0.0,1.161895003862225,0.8333333333333333,0.5,-1.390758974918296,0.0,-0.8660254037844387,0.8660254037844387,0.7833494518006403,-1.161895003862225,-0.5,1.1666666666666667,-1.224744871391589,-0.6063390625908325,-0.8660254037844387,2.61509982054025,2.41445995623088,2.483602220505678,3.6666666666666665,1.8452994616207488,3.0,4.549193338482967,4.111111111111111,3.6666666666666665,1.1456547001089392,3.0,1.8452994616207488,4.1547005383792515,4.044465935734187,1.4508066615170336,2.3333333333333335,4.555555555555555,1.3670068381445486,2.1915479165455567,1.8452994616207488
3291,823,2025-10-29 03:24:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,C,C社,2,1,3,1,1,4,3,2,4,4,2,1,4,1,3,2,2,3,5,2,,-0.2886751345948129,-1.02469507659596,0.3872983346207417,-0.8333333333333334,-0.8660254037844387,0.0,0.3872983346207417,-0.49999999999999994,1.1666666666666667,0.1986798535597566,-1.414213562373095,-0.8660254037844387,0.8660254037844387,-1.3055824196677337,-0.3872983346207417,-0.5,-0.8333333333333335,0.0,0.8488746876271654,0.8660254037844387,2.61509982054025,1.6337398978720539,3.516397779494322,1.8888888888888893,1.8452994616207488,3.0,3.516397779494322,2.3333333333333335,4.555555555555555,3.2649064714130085,1.114381916835874,1.8452994616207488,4.1547005383792515,1.2592234404430223,2.483602220505678,2.3333333333333335,1.888888888888889,3.0,4.1318329168362204,4.1547005383792515
3292,823,2025-11-19 03:28:39,logistics,物流部門,manager,マネージャー,low,低頻度,False,D,D社,1,5,4,4,2,5,2,1,1,5,5,2,3,3,4,5,2,3,1,1,技術的な知識が豊富で、安心して任せられます。,-0.8660254037844387,1.3174650984805198,1.161895003862225,1.1666666666666667,0.8660254037844387,1.224744871391589,-0.3872983346207417,-1.1666666666666665,-0.8333333333333334,0.9933992677987828,0.7071067811865475,0.8660254037844387,-0.8660254037844387,0.7833494518006403,0.3872983346207417,1.5,-0.8333333333333335,0.0,-1.0914103126634984,-0.8660254037844387,1.8452994616207488,4.7566201313073595,4.549193338482967,4.555555555555555,4.1547005383792515,4.632993161855452,2.483602220505678,1.444444444444445,1.8888888888888893,4.324532357065044,3.942809041582063,4.1547005383792515,1.8452994616207488,4.044465935734187,3.516397779494322,5.0,1.888888888888889,3.0,1.5447862497820024,1.8452994616207488
3293,824,2025-11-09 04:32:39,it,IT部門,manager,マネージャー,medium,中頻度,True,A,A社,2,1,4,1,2,5,5,3,2,2,4,3,4,4,4,5,4,5,3,3,,-0.5477225575051661,-1.224744871391589,0.7833494518006403,,-0.1986798535597566,1.390758974918296,0.8660254037844387,0.0,-1.414213562373095,-0.3872983346207417,0.0,0.0,-0.5,0.5,0.8333333333333333,1.02469507659596,1.3055824196677337,0.7833494518006403,-0.5,-1.3055824196677337,2.2697032566597786,1.3670068381445486,4.044465935734187,,2.7350935285869915,4.85434529989106,4.1547005383792515,3.0,1.114381916835874,2.483602220505678,3.0,3.0,2.3333333333333335,3.6666666666666665,4.111111111111111,4.366260102127946,4.740776559556978,4.044465935734187,2.3333333333333335,1.2592234404430223
3294,824,2025-11-17 23:23:39,it,IT部門,manager,マネージャー,medium,中頻度,True,B,B社,1,2,3,1,1,3,4,1,5,4,4,2,4,2,4,4,2,1,5,4,,-1.0954451150103321,0.0,-0.26111648393354675,,-0.9933992677987828,-0.1986798535597566,-0.8660254037844387,-1.224744871391589,0.7071067811865475,1.161895003862225,0.0,-0.7071067811865475,-0.5,-0.8333333333333334,0.8333333333333333,0.43915503282683993,-0.7833494518006403,-1.3055824196677337,0.8333333333333334,-0.26111648393354675,1.5394065133195576,3.0,2.6518446880886044,,1.6754676429349566,2.7350935285869915,1.8452994616207488,1.3670068381445486,3.942809041582063,4.549193338482967,3.0,2.0571909584179373,2.3333333333333335,1.8888888888888893,4.111111111111111,3.58554004376912,1.9555340642658132,1.2592234404430223,4.111111111111111,2.6518446880886044
3295,824,2025-11-05 03:43:39,it,IT部門,manager,マネージャー,medium,中頻度,True,C,C社,5,2,4,1,4,3,4,3,5,1,3,2,4,2,2,3,2,3,5,5,,1.0954451150103321,0.0,0.7833494518006403,,1.390758974918296,-0.1986798535597566,-0.8660254037844387,0.0,0.7071067811865475,-1.161895003862225,-1.224744871391589,-0.7071067811865475,-0.5,-0.8333333333333334,-0.49999999999999994,-0.14638501094227999,-0.7833494518006403,-0.26111648393354675,0.8333333333333334,0.7833494518006403,4.460593486680443,3.0,4.044465935734187,,4.85434529989106,2.7350935285869915,1.8452994616207488,3.0,3.942809041582063,1.4508066615170336,1.3670068381445486,2.0571909584179373,2.3333333333333335,1.8888888888888893,2.3333333333333335,2.8048199854102935,1.9555340642658132,2.6518446880886044,4.111111111111111,4.044465935734187
3296,824,2025-11-24 01:53:39,it,IT部門,manager,マネージャー,medium,中頻度,True,D,D社,4,3,2,1,2,2,5,5,4,3,5,5,5,5,1,1,3,5,2,5,,0.5477225575051661,1.224744871391589,-1.3055824196677337,,-0.1986798535597566,-0.9933992677987828,0.8660254037844387,1.224744871391589,0.0,0.3872983346207417,1.224744871391589,1.414213562373095,1.5,1.1666666666666667,-1.1666666666666665,-1.3174650984805198,0.26111648393354675,0.7833494518006403,-1.1666666666666667,0.7833494518006403,3.7302967433402214,4.632993161855452,1.2592234404430223,,2.7350935285869915,1.6754676429349566,4.1547005383792515,4.632993161855452,3.0,3.516397779494322,4.632993161855452,4.885618083164125,5.0,4.555555555555555,1.444444444444445,1.2433798686926407,3.3481553119113956,4.044465935734187,1.4444444444444449,4.044465935734187
3297,825,2025-11-23 01:59:39,business,業務部門,specialist,スペシャリスト,low,低頻度,False,A,A社,1,4,5,4,3,4,3,4,3,4,3,5,1,4,5,1,4,2,4,2,,-1.3174650984805198,0.43915503282683993,1.3055824196677337,0.43915503282683993,0.0,1.390758974918296,-0.8660254037844387,-0.26111648393354675,-1.3055824196677337,0.13206763594884358,-0.26111648393354675,1.02469507659596,-0.6603381797442178,1.414213562373095,0.8333333333333334,-1.3055824196677337,0.5,-0.8660254037844387,1.3055824196677337,-0.43915503282683993,1.2433798686926407,3.58554004376912,4.740776559556978,3.58554004376912,3.0,4.85434529989106,1.8452994616207488,2.6518446880886044,1.2592234404430223,3.1760901812651245,2.6518446880886044,4.366260102127946,2.119549093674377,4.885618083164125,4.111111111111111,1.2592234404430223,3.6666666666666665,1.8452994616207488,4.740776559556978,2.41445995623088
3298,825,2025-11-11 03:25:39,business,業務部門,specialist,スペシャリスト,low,低頻度,False,B,B社,5,1,1,5,3,2,5,5,4,5,5,3,2,2,5,3,4,2,3,5,改善提案が的確で、ビジネスに貢献してくれています。,1.02469507659596,-1.3174650984805198,-0.7833494518006403,1.02469507659596,0.0,-0.1986798535597566,0.8660254037844387,0.7833494518006403,-0.26111648393354675,0.6603381797442178,0.7833494518006403,-0.14638501094227999,-0.13206763594884358,0.0,0.8333333333333334,0.7833494518006403,0.5,-0.8660254037844387,0.26111648393354675,1.3174650984805198,4.366260102127946,1.2433798686926407,1.9555340642658132,4.366260102127946,3.0,2.7350935285869915,4.1547005383792515,4.044465935734187,2.6518446880886044,3.880450906325623,4.044465935734187,2.8048199854102935,2.8239098187348755,3.0,4.111111111111111,4.044465935734187,3.6666666666666665,1.8452994616207488,3.3481553119113956,4.7566201313073595
3299,825,2025-10-30 10:04:39,business,業務部門,specialist,スペシャリスト,low,低頻度,False,C,C社,4,3,3,1,1,2,3,5,5,1,1,4,1,1,2,2,1,4,2,1,,0.43915503282683993,-0.14638501094227999,0.26111648393354675,-1.3174650984805198,-1.224744871391589,-0.1986798535597566,-0.8660254037844387,0.7833494518006403,0.7833494518006403,-1.4527439954372794,-1.3055824196677337,0.43915503282683993,-0.6603381797442178,-0.7071067811865475,-1.1666666666666667,-0.26111648393354675,-1.5,0.8660254037844387,-0.7833494518006403,-1.02469507659596,3.58554004376912,2.8048199854102935,3.3481553119113956,1.2433798686926407,1.3670068381445486,2.7350935285869915,1.8452994616207488,4.044465935734187,4.044465935734187,1.063008006083628,1.2592234404430223,3.58554004376912,2.119549093674377,2.0571909584179373,1.4444444444444449,2.6518446880886044,1.0000000000000007,4.1547005383792515,1.9555340642658132,1.6337398978720539
3300,825,2025-10-29 01:29:39,business,業務部門,specialist,スペシャリスト,low,低頻度,False,D,D社,3,5,1,3,5,1,5,3,5,5,5,1,5,1,3,3,4,4,2,3,,-0.14638501094227999,1.02469507659596,-0.7833494518006403,-0.14638501094227999,1.224744871391589,-0.9933992677987828,0.8660254037844387,-1.3055824196677337,0.7833494518006403,0.6603381797442178,0.7833494518006403,-1.3174650984805198,1.4527439954372794,-0.7071067811865475,-0.5,0.7833494518006403,0.5,0.8660254037844387,-0.7833494518006403,0.14638501094227999,2.8048199854102935,4.366260102127946,1.9555340642658132,2.8048199854102935,4.632993161855452,1.6754676429349566,4.1547005383792515,1.2592234404430223,4.044465935734187,3.880450906325623,4.044465935734187,1.2433798686926407,4.936991993916372,2.0571909584179373,2.3333333333333335,4.044465935734187,3.6666666666666665,4.1547005383792515,1.9555340642658132,3.1951800145897065
3301,826,2025-10-27 23:34:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,A,A社,1,4,5,4,1,3,4,2,2,3,5,5,2,1,2,1,4,4,1,3,,-0.8660254037844387,1.1618950038622253,0.7833494518006403,0.13206763594884358,-0.8660254037844387,1.3055824196677337,0.8660254037844387,-0.5477225575051661,-0.9933992677987828,-1.224744871391589,0.7071067811865475,0.8333333333333334,-0.43915503282683993,-1.3055824196677337,-1.161895003862225,-1.3174650984805198,1.390758974918296,1.3055824196677337,-1.414213562373095,0.14638501094227999,1.8452994616207488,4.549193338482967,4.044465935734187,3.1760901812651245,1.8452994616207488,4.740776559556978,4.1547005383792515,2.2697032566597786,1.6754676429349566,1.3670068381445486,3.942809041582063,4.111111111111111,2.41445995623088,1.2592234404430223,1.4508066615170336,1.2433798686926407,4.85434529989106,4.740776559556978,1.114381916835874,3.1951800145897065
3302,826,2025-11-12 01:42:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,B,B社,1,3,3,5,1,1,1,4,3,5,4,3,1,3,4,5,1,3,4,2,,-0.8660254037844387,0.38729833462074176,-1.3055824196677337,0.6603381797442178,-0.8660254037844387,-0.7833494518006402,-0.8660254037844387,0.5477225575051661,-0.1986798535597566,1.224744871391589,0.0,-0.5,-1.02469507659596,0.7833494518006403,0.3872983346207417,1.02469507659596,-0.9933992677987828,0.26111648393354675,0.7071067811865475,-0.43915503282683993,1.8452994616207488,3.516397779494322,1.2592234404430223,3.880450906325623,1.8452994616207488,1.9555340642658132,1.8452994616207488,3.7302967433402214,2.7350935285869915,4.632993161855452,3.0,2.3333333333333335,1.6337398978720539,4.044465935734187,3.516397779494322,4.366260102127946,1.6754676429349566,3.3481553119113956,3.942809041582063,2.41445995623088
3303,826,2025-11-02 04:25:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,C,C社,3,1,5,1,4,1,1,5,3,4,2,2,3,2,3,3,2,2,4,1,,0.8660254037844387,-1.1618950038622253,0.7833494518006403,-1.4527439954372794,0.8660254037844387,-0.7833494518006402,-0.8660254037844387,1.0954451150103321,-0.1986798535597566,0.0,-1.414213562373095,-1.1666666666666667,0.14638501094227999,-0.26111648393354675,-0.3872983346207417,-0.14638501094227999,-0.1986798535597566,-0.7833494518006403,0.7071067811865475,-1.02469507659596,4.1547005383792515,1.4508066615170334,4.044465935734187,1.063008006083628,4.1547005383792515,1.9555340642658132,1.8452994616207488,4.460593486680443,2.7350935285869915,3.0,1.114381916835874,1.4444444444444449,3.1951800145897065,2.6518446880886044,2.483602220505678,2.8048199854102935,2.7350935285869915,1.9555340642658132,3.942809041582063,1.6337398978720539
3304,826,2025-10-31 07:59:39,logistics,物流部門,manager,マネージャー,medium,中頻度,False,D,D社,3,2,4,5,4,2,4,1,5,4,5,5,5,3,5,4,2,2,3,5,全体的に満足していますが、ドキュメントの質を向上してほしいです。,0.8660254037844387,-0.38729833462074176,-0.26111648393354675,0.6603381797442178,0.8660254037844387,0.26111648393354675,0.8660254037844387,-1.0954451150103321,1.390758974918296,0.0,0.7071067811865475,0.8333333333333334,1.3174650984805198,0.7833494518006403,1.161895003862225,0.43915503282683993,-0.1986798535597566,-0.7833494518006403,0.0,1.3174650984805198,4.1547005383792515,2.483602220505678,2.6518446880886044,3.880450906325623,4.1547005383792515,3.3481553119113956,4.1547005383792515,1.5394065133195576,4.85434529989106,3.0,3.942809041582063,4.111111111111111,4.7566201313073595,4.044465935734187,4.549193338482967,3.58554004376912,2.7350935285869915,1.9555340642658132,3.0,4.7566201313073595
